distance_km,duration_min,vehicle_type,make,model,vehicle_year,seats,fuel_type,nominal_l_per_100km,allowed_load_kg,passengers,load_kg,traffic_band,weather,ac_used,urban_share,highway_share,actual_liters
226.5,475.8,Van,Hyundai,H1,2025,8,Petrol,9.0,1100,3,426.5,High,Clear,1,0.24,0.76,28.4
21.3,53.3,Bus,Toyota,Coaster,2018,30,Diesel,16.0,2000,15,260.2,High,Rain,0,0.41,0.59,5.01
440.5,565.4,Van,Ford,Transit,2020,8,Diesel,9.4,900,8,280.9,Low,Windy,1,0.7,0.3,52.66
87.7,121.6,Van,Hyundai,H1,2023,14,Diesel,11.2,900,1,414.9,Medium,Windy,0,0.11,0.89,11.95
190.8,386.7,Car,Hyundai,Elantra,2023,5,Petrol,6.5,600,2,538.0,Medium,Rain,0,0.45,0.55,17.24
351.0,587.7,Van,Ford,Transit,2021,10,Petrol,9.2,1100,1,762.3,High,Hot,1,0.27,0.73,46.84
188.1,425.8,Van,Hyundai,H1,2021,12,Petrol,11.6,900,10,796.0,Medium,Windy,1,0.32,0.68,29.16
338.6,681.5,Bus,Toyota,Coaster,2022,22,Petrol,18.9,2000,6,90.4,Low,Hot,0,0.51,0.49,67.11
30.5,68.3,Van,Hyundai,H1,2018,8,Petrol,12.4,700,6,97.5,Medium,Rain,0,0.13,0.87,4.48
447.7,412.6,Car,Hyundai,Elantra,2022,4,Petrol,6.1,400,1,56.3,Medium,Hot,1,0.33,0.67,36.89
203.3,230.4,Van,Hyundai,H1,2019,8,Petrol,12.2,700,1,660.1,Medium,Hot,0,0.26,0.74,34.13
129.0,201.6,Bus,Mercedes,Sprinter,2025,18,Petrol,19.0,2000,18,26.3,Low,Clear,1,0.74,0.26,27.41
105.1,146.7,Bus,Isuzu,Bus,2025,30,Diesel,13.8,3000,25,602.0,High,Clear,0,0.86,0.14,17.8
206.4,254.7,Van,Ford,Transit,2022,14,Diesel,8.7,900,8,779.5,High,Windy,1,0.93,0.07,28.4
139.1,355.9,Van,Toyota,Hiace,2022,14,Petrol,11.4,1100,6,833.8,Low,Hot,0,0.56,0.44,19.6
280.8,466.9,Car,Hyundai,Elantra,2019,4,Petrol,7.9,500,1,300.7,Low,Hot,1,0.91,0.09,28.37
158.1,145.7,Van,Toyota,Hiace,2021,8,Diesel,9.1,900,4,890.6,Medium,Windy,0,0.29,0.71,18.0
414.0,489.3,Car,Hyundai,Elantra,2022,4,Diesel,8.2,500,1,186.5,High,Hot,0,0.21,0.79,48.32
408.9,487.4,Bus,Mercedes,Sprinter,2021,40,Diesel,18.5,3000,4,159.1,Low,Rain,1,0.27,0.73,91.65
257.0,248.7,Car,Toyota,Corolla,2017,5,Diesel,6.5,500,1,301.3,Low,Rain,1,0.16,0.84,20.91
117.1,264.8,Van,Hyundai,H1,2022,14,Petrol,9.8,1100,12,47.4,High,Rain,0,0.48,0.52,16.35
90.0,101.8,Bus,Isuzu,Bus,2016,30,Petrol,15.2,1500,23,291.7,Medium,Windy,0,0.37,0.63,16.27
210.1,419.6,Van,Toyota,Hiace,2025,8,Petrol,10.6,900,3,349.4,High,Windy,0,0.23,0.77,27.16
348.4,453.3,Bus,Toyota,Coaster,2020,18,Diesel,17.1,3000,16,768.2,High,Hot,0,0.85,0.15,87.03
432.2,721.0,Car,Hyundai,Elantra,2020,5,Diesel,7.2,600,3,389.2,Medium,Hot,0,0.93,0.07,40.6
60.8,80.3,Van,Toyota,Hiace,2023,8,Petrol,11.5,900,5,833.1,High,Windy,1,0.17,0.83,10.34
79.8,86.5,Van,Toyota,Hiace,2022,8,Petrol,10.6,900,3,506.2,Low,Windy,0,0.65,0.35,9.25
180.5,189.6,Car,Kia,Cerato,2022,4,Diesel,7.5,400,2,175.8,Low,Windy,1,0.8,0.2,15.77
27.2,46.9,Van,Hyundai,H1,2017,8,Petrol,8.6,700,4,272.1,Low,Hot,0,0.24,0.76,2.87
210.3,243.9,Van,Toyota,Hiace,2018,8,Petrol,10.2,700,5,292.2,High,Rain,0,0.5,0.5,30.87
211.0,388.0,Bus,Isuzu,Bus,2019,30,Petrol,13.1,3000,15,994.9,High,Hot,0,0.67,0.33,36.9
66.1,124.1,Bus,Isuzu,Bus,2020,30,Diesel,15.0,1500,12,345.7,Medium,Clear,0,0.49,0.51,11.52
282.5,639.1,Car,Nissan,Sunny,2018,4,Petrol,8.0,600,4,489.1,Medium,Windy,1,0.19,0.81,30.9
397.6,639.7,Bus,Isuzu,Bus,2016,22,Diesel,14.2,3000,10,334.6,Medium,Clear,1,0.24,0.76,67.66
394.0,409.7,Van,Ford,Transit,2021,12,Petrol,10.3,700,4,277.4,Low,Rain,0,0.34,0.66,47.74
283.5,458.8,Bus,Mercedes,Sprinter,2021,18,Petrol,17.2,1500,9,225.8,Medium,Windy,0,0.37,0.63,58.48
222.5,261.8,Car,Nissan,Sunny,2020,4,Diesel,6.7,500,1,160.9,Medium,Windy,1,0.28,0.72,17.79
341.0,501.9,Van,Hyundai,H1,2022,12,Petrol,12.1,900,2,343.6,Medium,Clear,1,0.79,0.21,55.52
142.1,334.0,Van,Ford,Transit,2024,10,Petrol,10.8,700,9,281.8,Medium,Hot,1,0.45,0.55,21.69
114.3,278.7,Bus,Mercedes,Sprinter,2024,40,Petrol,14.9,2000,29,805.7,Low,Rain,1,0.7,0.3,23.7
350.4,423.6,Bus,Mercedes,Sprinter,2020,40,Petrol,15.9,2000,29,619.5,High,Rain,1,0.29,0.71,86.19
313.7,311.3,Van,Toyota,Hiace,2024,12,Diesel,11.2,700,8,691.4,Low,Windy,1,0.82,0.18,49.04
247.6,368.0,Bus,Toyota,Coaster,2017,18,Petrol,14.8,3000,1,500.4,Low,Hot,0,0.75,0.25,43.13
304.4,380.1,Van,Toyota,Hiace,2017,10,Petrol,11.6,1100,3,549.8,High,Hot,1,0.7,0.3,58.88
81.4,103.9,Car,Nissan,Sunny,2020,4,Diesel,7.3,500,2,364.6,High,Hot,0,0.67,0.33,8.22
205.1,196.5,Bus,Mercedes,Sprinter,2022,18,Petrol,15.0,3000,3,748.0,High,Rain,0,0.1,0.9,39.74
353.4,402.7,Bus,Isuzu,Bus,2018,30,Petrol,17.6,1500,3,569.8,High,Clear,1,0.5,0.5,92.69
263.1,295.1,Van,Ford,Transit,2024,10,Petrol,11.2,900,1,110.6,High,Windy,0,0.87,0.13,40.77
285.7,663.9,Car,Toyota,Corolla,2022,5,Petrol,6.1,600,2,38.0,High,Clear,0,0.49,0.51,21.37
208.7,281.1,Car,Kia,Cerato,2016,5,Petrol,8.1,500,3,476.7,Low,Rain,1,0.18,0.82,22.77
63.9,94.8,Car,Nissan,Sunny,2022,4,Diesel,6.4,500,1,135.3,Low,Rain,0,0.64,0.36,5.16
290.7,453.8,Van,Toyota,Hiace,2018,12,Petrol,11.7,900,8,812.0,Low,Hot,0,0.73,0.27,41.77
167.1,413.5,Car,Nissan,Sunny,2023,4,Diesel,7.5,400,3,236.6,Medium,,0,0.62,0.38,15.59
161.6,301.1,Van,Hyundai,H1,2016,10,Petrol,11.9,1100,5,561.3,Low,Rain,1,0.76,0.24,25.68
449.1,758.7,Van,Ford,Transit,2023,10,Diesel,9.0,1100,7,464.0,Low,Hot,0,0.46,0.54,45.82
368.4,348.8,Van,Hyundai,H1,2025,8,Petrol,9.0,1100,3,165.7,Low,Windy,0,0.61,0.39,36.47
264.6,509.0,Car,Toyota,Corolla,2025,5,Diesel,7.0,400,4,251.9,High,Hot,0,0.28,0.72,26.33
10.5,32.1,Bus,Toyota,Coaster,2022,40,Petrol,16.2,1500,12,77.6,Medium,Hot,0,0.38,0.62,2.07
137.4,173.1,Car,Hyundai,Elantra,2020,5,Petrol,6.0,400,4,373.4,Low,Clear,1,0.73,0.27,10.7
148.0,161.6,Car,Kia,Cerato,2023,4,Petrol,6.0,600,4,96.8,High,Rain,1,0.81,0.19,13.3
29.7,67.1,Car,Kia,Cerato,2018,4,Diesel,6.8,600,2,38.0,Medium,Rain,1,0.62,0.38,2.94
215.9,333.6,Car,Toyota,Corolla,2017,5,Diesel,7.0,400,1,190.5,Medium,Rain,0,0.9,0.1,20.92
359.0,566.2,Bus,Isuzu,Bus,2019,30,Diesel,18.9,1500,23,212.8,Low,Clear,0,0.51,0.49,74.88
32.6,68.5,Van,Hyundai,H1,2021,10,Petrol,11.1,700,3,676.9,Low,Windy,0,0.6,0.4,4.39
132.5,176.2,Van,Ford,Transit,2023,10,Petrol,11.7,900,8,399.5,Medium,Rain,0,0.76,0.24,20.08
285.3,270.3,Van,Hyundai,H1,2023,12,Petrol,8.8,1100,6,117.0,High,Hot,0,0.83,0.17,34.88
158.2,198.7,Van,Toyota,Hiace,2016,8,Diesel,10.7,900,2,302.4,Medium,Windy,1,0.71,0.29,23.87
10.0,42.4,Van,Toyota,Hiace,2020,14,Petrol,11.8,700,1,507.4,Medium,Windy,0,0.56,0.44,1.63
347.2,373.4,Car,Toyota,Corolla,2022,4,Petrol,7.7,600,1,158.4,Medium,Rain,1,0.63,0.37,38.23
45.3,53.5,Car,Hyundai,Elantra,2021,5,Petrol,6.8,600,4,431.4,Low,Hot,0,0.39,0.61,3.59
344.1,345.8,Van,Hyundai,H1,2016,12,Petrol,11.9,1100,9,797.4,High,Rain,0,0.61,0.39,58.28
307.9,305.3,Bus,Isuzu,Bus,2019,30,Diesel,19.1,1500,13,138.3,Medium,Windy,1,0.58,0.42,74.75
70.3,127.9,Car,Nissan,Sunny,2018,4,Diesel,6.7,500,4,345.5,Medium,Rain,1,0.41,0.59,6.58
339.1,558.8,Bus,Isuzu,Bus,2023,22,Diesel,19.4,1500,20,695.3,High,Hot,1,0.46,0.54,100.88
166.7,153.6,Car,Hyundai,Elantra,2016,5,Diesel,7.8,600,4,62.7,High,Windy,0,0.21,0.79,17.08
23.5,48.8,Van,Toyota,Hiace,2019,12,Petrol,12.2,700,1,272.3,Low,Clear,1,0.33,0.67,3.08
68.7,152.8,Car,Toyota,Corolla,2016,4,Diesel,6.1,600,3,111.7,Low,Rain,1,0.58,0.42,5.7
196.5,409.7,Bus,Mercedes,Sprinter,2024,40,Petrol,13.3,3000,23,1102.3,Medium,Windy,1,0.32,0.68,32.39
60.3,159.6,Bus,Toyota,Coaster,2017,30,Diesel,19.5,1500,23,666.7,Medium,Windy,1,0.55,0.45,15.51
28.3,44.6,Car,Hyundai,Elantra,2023,5,Diesel,6.4,500,2,485.4,Medium,Clear,1,0.81,0.19,2.41
92.5,97.6,Van,Ford,Transit,2018,10,Petrol,11.5,900,9,341.3,Low,Windy,0,0.68,0.32,11.69
200.8,441.9,Van,Hyundai,H1,2024,8,Petrol,9.8,700,5,225.5,Low,Hot,1,0.36,0.64,24.12
147.1,212.4,Car,Toyota,Corolla,2016,5,Diesel,7.7,500,1,384.1,High,Rain,1,0.92,0.08,20.58
225.2,272.9,Van,Toyota,Hiace,2025,10,Petrol,9.3,900,7,501.3,Low,Windy,1,0.14,0.86,23.69
255.8,494.1,Van,Ford,Transit,2017,8,Diesel,10.7,700,7,352.4,Low,Hot,0,0.69,0.31,34.18
148.4,175.4,Car,Nissan,Sunny,2018,5,Petrol,6.6,400,4,162.9,High,Hot,1,0.24,0.76,14.24
310.3,724.1,Bus,Isuzu,Bus,2019,30,Diesel,17.6,1500,23,1190.1,Low,Rain,0,0.29,0.71,71.02
9.0,23.1,Van,Ford,Transit,2025,8,Diesel,10.9,1100,6,951.0,Medium,Windy,1,0.21,0.79,1.28
6.7,31.2,Bus,Isuzu,Bus,2016,18,Petrol,14.4,1500,8,271.9,Low,Hot,1,0.94,0.06,1.31
316.4,730.8,Van,Hyundai,H1,2024,10,Petrol,9.3,700,5,516.5,Low,,0,0.28,0.72,34.94
42.7,62.3,Bus,Toyota,Coaster,2020,22,Diesel,17.4,2000,10,879.0,Low,Rain,1,0.12,0.88,9.53
379.6,522.7,Car,Nissan,Sunny,2016,5,Diesel,7.1,500,1,137.7,Medium,Hot,1,0.64,0.36,39.3
221.1,265.8,Bus,Mercedes,Sprinter,2025,30,Petrol,17.0,2000,30,276.8,High,Rain,1,0.82,0.18,58.16
68.6,120.9,Car,Kia,Cerato,2019,5,Petrol,6.0,500,3,123.9,Low,Hot,1,0.86,0.14,4.94
133.3,130.1,Bus,Isuzu,Bus,2025,18,Petrol,17.6,1500,1,24.8,Low,Hot,1,0.47,0.53,28.79
156.7,188.1,Bus,Isuzu,Bus,2018,30,Diesel,19.6,2000,23,600.2,High,Hot,0,0.27,0.73,41.78
444.4,807.4,Van,Toyota,Hiace,2017,14,Diesel,10.6,900,10,585.3,Medium,Windy,1,0.74,0.26,67.63
398.2,513.2,Bus,Toyota,Coaster,2019,40,Petrol,17.4,3000,40,1032.5,Medium,Hot,0,0.44,0.56,81.73
163.6,265.8,Car,Nissan,Sunny,2021,5,Diesel,6.3,400,5,174.4,Medium,Windy,1,0.67,0.33,13.84
8.0,27.5,Van,Toyota,Hiace,2016,10,Diesel,9.5,900,9,712.5,Medium,Hot,1,0.68,0.32,1.09
347.6,421.8,Car,Hyundai,Elantra,2017,4,Petrol,8.2,500,3,22.4,Low,Hot,1,0.88,0.12,39.37
25.3,53.9,Van,Toyota,Hiace,2019,8,Diesel,10.3,700,5,124.6,Low,Rain,0,0.25,0.75,3.18
99.6,113.8,Bus,Isuzu,Bus,2017,22,Diesel,13.2,3000,14,772.8,High,Rain,1,0.84,0.16,22.36
239.3,401.3,Car,Kia,Cerato,2020,4,Petrol,6.5,500,4,118.2,Medium,Rain,1,0.94,0.06,24.01
25.1,43.4,Bus,Mercedes,Sprinter,2024,30,Petrol,17.7,2000,6,866.3,Medium,Windy,0,0.65,0.35,5.82
213.5,212.2,Bus,Isuzu,Bus,2016,22,Diesel,15.3,2000,8,133.7,High,Rain,1,0.5,0.5,50.13
447.1,502.9,Bus,Toyota,Coaster,2020,18,Diesel,16.6,2000,7,24.4,High,Hot,1,0.77,0.23,108.31
18.9,44.1,Bus,Toyota,Coaster,2022,22,Petrol,14.7,1500,13,865.4,Medium,Hot,1,0.46,0.54,3.75
170.3,165.9,Bus,Mercedes,Sprinter,2017,40,Diesel,15.8,3000,6,573.1,High,Hot,1,0.76,0.24,43.27
209.8,421.0,Van,Ford,Transit,2018,8,Petrol,12.2,700,2,326.2,High,Clear,0,0.85,0.15,33.59
443.1,542.4,Van,Ford,Transit,2023,14,Petrol,8.7,1100,2,697.3,Medium,Rain,1,0.37,0.63,51.47
233.8,349.8,Bus,Isuzu,Bus,2023,18,Diesel,18.9,3000,16,731.0,High,Windy,1,0.53,0.47,63.67
432.0,479.2,Bus,Toyota,Coaster,2018,40,Petrol,15.9,3000,10,300.6,Medium,Clear,0,0.2,0.8,79.91
237.7,357.7,Bus,Isuzu,Bus,2024,18,Petrol,14.1,3000,4,622.7,Low,Clear,1,0.11,0.89,36.43
69.1,110.4,Bus,Mercedes,Sprinter,2024,22,Petrol,16.4,1500,8,344.4,High,Rain,1,0.62,0.38,16.97
353.4,361.6,Van,Hyundai,H1,2024,12,Petrol,10.3,1100,4,385.4,High,Rain,0,0.78,0.22,52.23
200.8,197.2,Car,Kia,Cerato,2021,5,Petrol,6.9,400,1,219.4,High,Hot,1,0.7,0.3,20.19
294.9,336.6,Car,Toyota,Corolla,2016,4,Petrol,6.8,500,2,489.3,Medium,Clear,0,0.44,0.56,27.84
203.7,473.0,Bus,Mercedes,Sprinter,2025,18,Diesel,17.1,2000,8,773.8,Medium,Windy,1,0.46,0.54,43.97
34.5,67.8,Car,Hyundai,Elantra,2016,5,Diesel,7.8,500,3,250.3,Medium,Hot,0,0.4,0.6,3.75
180.1,238.9,Bus,Isuzu,Bus,2024,22,Petrol,17.6,1500,2,181.3,Low,Windy,1,0.88,0.12,39.85
249.7,292.9,Car,Kia,Cerato,2017,4,Diesel,6.9,600,2,358.2,Medium,Clear,1,0.87,0.13,22.91
131.1,294.7,Car,Toyota,Corolla,2024,5,Petrol,7.9,600,3,449.6,High,Clear,1,0.15,0.85,13.13
401.6,842.9,Bus,Isuzu,Bus,2020,18,Diesel,15.8,3000,10,1008.6,High,Rain,1,0.69,0.31,91.22
243.5,405.5,Van,Hyundai,H1,2018,12,Petrol,8.6,700,4,680.3,Low,,1,0.92,0.08,29.77
206.3,429.0,Van,Ford,Transit,2022,10,Petrol,9.0,700,7,301.4,Low,Clear,0,0.95,0.05,22.04
37.2,55.3,Car,Hyundai,Elantra,2016,4,Diesel,6.7,600,4,341.2,Medium,Rain,1,0.62,0.38,3.41
